Player_ID,LastName,FirstName,Jersey_Num,Position,Height,Weight,Birth_Date,Age,Birth_City,Birth_Country,Rookie,Team_ID,Team_Abbr,Team_City,Team_Name,GamesPlayed,Goals,Assists,Points,Shots
5424,DeAngelo,Anthony,77,D,"5'11""",181,10/24/1995,22,"Sewell, NJ",USA,Y,30,ARI,Arizona,Coyotes,39,5,9,14,60
5049,de Haan,Calvin,44,D,"6'1""",198,5/9/1991,26,"Carp, ON",Canada,N,8,NYI,New York,Islanders,82,5,20,25,116
5203,DeKeyser,Danny,65,D,"6'3""",192,3/7/1990,28,"Detroit, MI",USA,N,16,DET,Detroit,Red Wings,82,4,8,12,85
5520,De La Rose,Jacob,25,LW,"6'3""",210,5/20/1995,22,Arvika,Sweden,N,14,MTL,Montreal,Canadiens,9,0,0,0,4
10074,Dell,Aaron,30,G,"6'0""",200,5/4/1989,28,"Airdrie, AB",Canada,Y,26,SJS,San Jose,Sharks,21,0,0,0,
4695,Del Zotto,Michael,15,D,"6'0""",195,6/24/1990,27,"Stouffville, ON",Canada,N,6,PHI,Philadelphia,Flyers,51,6,12,18,92
5822,DeMelo,Dylan,74,D,"6'1""",195,5/1/1993,24,"London, ON",Canada,N,26,SJS,San Jose,Sharks,25,1,7,8,32
4699,Demers,Jason,55,D,"6'1""",195,6/9/1988,29,"Dorval, QC",Canada,N,4,FLO,Florida,Panthers,81,9,19,28,98
4739,Desharnais,David,13,C,"5'7""",180,9/14/1986,31,"Laurier-Station, QC",Canada,N,24,EDM,Edmonton,Oilers,49,6,8,14,46
4933,Desjardins,Andrew,11,C,"6'1""",195,7/27/1986,31,"Lively, ON",Canada,N,20,CHI,Chicago,Blackhawks,46,0,1,1,46
5341,Deslauriers,Nicolas,44,LW,"6'1""",215,2/22/1991,27,"LaSalle, QC",Canada,N,15,BUF,Buffalo,Sabres,42,0,2,2,26
5046,DesPres,Simon,6,D,"6'4""",218,7/27/1991,26,"Laval, QC",Canada,N,29,ANA,Anaheim,Ducks,1,0,0,0,1
9073,Dickinson,Jason,16,C,"6'2""",205,7/4/1995,22,"Georgetown, ON",Canada,N,27,DAL,Dallas,Stars,10,2,0,2,9
4818,Didomenico,Christopher,49,C,"5'11""",174,2/20/1989,29,"Toronto, ON",Canada,Y,13,OTT,Ottawa,Senators,3,0,0,0,5
5881,Di Giuseppe,Phillipe,34,LW,"6'0""",200,10/9/1993,24,"Toronto, ON",Canada,N,3,CAR,Carolina,Hurricanes,36,1,6,7,68
5103,Dillon,Brenden,4,D,"6'4""",225,11/13/1990,27,"New Westminster, BC",Canada,N,26,SJS,San Jose,Sharks,81,2,8,10,86
547,Doan,Shane,19,RW,"6'1""",223,10/10/1976,41,"Halkirk, AB",Canada,N,30,ARI,Arizona,Coyotes,74,6,21,27,144
5412,Domi,Max,16,C,"5'10""",195,3/2/1995,23,"Winnipeg, MB",Canada,N,30,ARI,Arizona,Coyotes,59,9,29,38,108
5518,Domingue,Louis,35,G,"6'3""",210,3/6/1992,26,"St-Hyacinthe, QC",Canada,N,30,ARI,Arizona,Coyotes,34,0,0,0,
5821,Donskoi,Joonas,27,RW,"6'0""",190,4/13/1992,26,Raahe,Finland,N,26,SJS,San Jose,Sharks,61,6,11,17,95
4438,Dorsett,Derek,15,RW,"6'0""",192,12/20/1986,31,"Kindersley, SK",Canada,N,21,VAN,Vancouver,Canucks,14,1,3,4,24
11704,Dotchin,Jake,59,D,"6'3""",210,3/24/1994,24,"Cambridge, ON",Canada,Y,1,TBL,Tampa Bay,Lightning,35,0,11,11,50
4510,Doughty,Drew,8,D,"6'1""",200,12/8/1989,28,"London, ON",Canada,N,28,LAK,Los Angeles,Kings,82,12,32,44,181
9007,Dowd,Nic,26,C,"6'2""",197,5/27/1990,27,"Huntsville, AL",USA,N,28,LAK,Los Angeles,Kings,70,6,16,22,78
10105,Dowling,Justin,37,C,"5'10""",185,10/1/1990,27,"Calgary, AB",Canada,Y,27,DAL,Dallas,Stars,9,0,2,2,11
5417,Draisaitl,Leon,29,C,"6'2""",215,10/27/1995,22,Cologne,DEU,N,24,EDM,Edmonton,Oilers,82,29,48,77,172
5540,Driedger,Chris,32,G,"6'4""",205,5/18/1994,23,"Winnipeg, MB",Canada,N,13,OTT,Ottawa,Senators,1,0,0,0,
5230,Drouin,Jonathan,27,LW,"6'0""",203,3/28/1995,23,"Ste-Agathe, QC",Canada,N,1,TBL,Tampa Bay,Lightning,73,21,32,53,183
4245,Dubinsky,Brandon,17,C,"6'2""",205,4/29/1986,31,"Anchorage, AK",USA,N,19,CBJ,Columbus,Blue Jackets,80,12,29,41,115
4666,Dubnyk,Devan,40,G,"6'6""",218,5/4/1986,31,"Regina, SK",Canada,N,25,MIN,Minnesota,Wild,66,0,0,0,
4663,Duchene,Matt,9,C,"5'11""",195,1/16/1991,27,"Haliburton, ON",Canada,N,22,COL,Colorado,Avalanche,77,18,23,41,160
5441,Duclair,Anthony,10,LW,"5'11""",191,8/26/1995,22,"Pointe-Claire, QC",Canada,N,30,ARI,Arizona,Coyotes,58,5,10,15,76
5125,Dumba,Matthew,24,D,"6'0""",184,7/25/1994,23,"Regina, SK",Canada,N,25,MIN,Minnesota,Wild,76,11,23,34,131
5099,Dumont,Gabriel,61,C,"5'10""",190,10/6/1990,27,"Ville Degelis, QC",Canada,N,1,TBL,Tampa Bay,Lightning,39,2,2,4,34
5310,Dumoulin,Brian,8,D,"6'4""",207,9/6/1991,26,"Biddeford, ME",USA,N,10,PIT,Pittsburgh,Penguins,70,1,14,15,77
10069,Dvorak,Christian,18,C,"6'0""",195,2/2/1996,22,"Palos, IL",USA,Y,30,ARI,Arizona,Coyotes,78,15,18,33,88
5895,Dzingel,Ryan,18,LW,"6'0""",187,3/9/1992,26,"Wheaton, IL",USA,N,13,OTT,Ottawa,Senators,81,14,18,32,123
5025,Eakin,Cody,20,C,"6'0""",190,5/24/1991,26,"Winnipeg, MB",Canada,N,27,DAL,Dallas,Stars,60,3,9,12,82
3733,Eaves,Patrick,18,RW,"5'10""",202,5/1/1984,33,"Calgary, AB",Canada,N,29,ANA,Anaheim,Ducks,79,32,19,51,209
4505,Eberle,Jordan,14,RW,"5'11""",187,5/15/1990,27,"Regina, SK",Canada,N,24,EDM,Edmonton,Oilers,82,20,31,51,208
4099,Edler,Alexander,23,D,"6'3""",214,4/21/1986,32,Ostersund,Sweden,N,21,VAN,Vancouver,Canucks,68,6,15,21,138
5823,Edmundson,Joel,6,D,"6'4""",215,6/28/1993,24,"Brandon, MB",Canada,N,17,STL,St. Louis,Blues,69,3,12,15,81
5419,Ehlers,Nikolaj,27,RW,"6'0""",172,2/14/1996,22,Aalborg,Denmark,N,2,WPJ,Winnipeg,Jets,82,25,39,64,204
5597,Eichel,Jack,15,C,"6'2""",206,10/28/1996,21,"North Chelmsford, MA",USA,N,15,BUF,Buffalo,Sabres,61,24,33,57,248
5414,Ekblad,Aaron,5,D,"6'4""",216,2/7/1996,22,"Windsor, ON",Canada,N,4,FLO,Florida,Panthers,69,10,11,21,225
5022,Ekholm,Mattias,14,D,"6'4""",215,5/24/1990,27,Borlange,Sweden,N,18,NSH,Nashville,Predators,82,3,20,23,120
4866,Ekman-Larsson,Oliver,23,D,"6'2""",200,7/17/1991,26,Karlskrona,Sweden,N,30,ARI,Arizona,Coyotes,79,12,27,39,145
11728,Elie,Remi,40,LW,"6'1""",210,4/16/1995,23,"Cornwall, ON",Canada,Y,27,DAL,Dallas,Stars,18,1,6,7,15
4723,Eller,Lars,20,C,"6'2""",207,5/8/1989,28,Rodovre,Denmark,N,5,WSH,Washington,Capitals,81,12,13,25,115
4305,Elliott,Brian,1,G,"6'2""",209,4/9/1985,33,"Newmarket, ON",Canada,N,23,CGY,Calgary,Flames,50,0,0,0,
4869,Ellis,Ryan,4,D,"5'10""",180,1/3/1991,27,"Hamilton, ON",Canada,N,18,NSH,Nashville,Predators,71,16,22,38,140
5017,Emelin,Alexei,74,D,"6'2""",218,4/25/1986,32,Togliatti,Russia,N,14,MTL,Montreal,Canadiens,76,2,8,10,82
4725,Engelland,Deryk,29,D,"6'2""",214,4/3/1982,36,"Edmonton, AB",Canada,N,23,CGY,Calgary,Flames,81,4,12,16,107
11499,Englund,Andreas,39,D,"6'3""",189,1/20/1996,22,Stockholm,Sweden,Y,13,OTT,Ottawa,Senators,5,0,0,0,3
4728,Ennis,Tyler,63,C,"5'9""",161,10/6/1989,28,"Edmonton, AB",Canada,N,15,BUF,Buffalo,Sabres,51,5,8,13,89
4658,Enroth,Jhonas,35,G,"5'10""",175,6/25/1988,29,Stockholm,Sweden,N,12,TOR,Toronto,Maple Leafs,7,0,0,0,
4298,Enstrom,Tobias,39,D,"5'10""",180,11/5/1984,33,Nordingra,Sweden,N,2,WPJ,Winnipeg,Jets,61,1,13,14,46
4396,Ericsson,Jonathan,52,D,"6'4""",220,3/2/1984,34,Karlskrona,Sweden,N,16,DET,Detroit,Red Wings,51,1,8,9,43
4020,Eriksson,Loui,21,LW,"6'2""",196,7/17/1985,32,Gothenburg,Sweden,N,21,VAN,Vancouver,Canucks,65,11,13,24,132
5615,Eriksson-Ek,Joel,14,C,"6'1""",206,1/29/1997,21,Karlstad,Sweden,Y,25,MIN,Minnesota,Wild,15,3,4,7,15
11673,Erne,Adam,73,LW,"6'1""",214,4/20/1995,23,"New Haven, CT",USA,Y,1,TBL,Tampa Bay,Lightning,26,3,0,3,40
5152,Etem,Emerson,26,RW,"6'1""",212,6/16/1992,25,"Long Beach, CA",USA,N,29,ANA,Anaheim,Ducks,3,0,0,0,0
5434,Fabbri,Robby,15,C,"5'10""",190,1/22/1996,22,"Mississauga, ON",Canada,N,17,STL,St. Louis,Blues,51,11,18,29,91
5116,Faksa,Radek,12,C,"6'3""",216,1/9/1994,24,Vitkov,CzechRepublic,N,27,DAL,Dallas,Stars,80,12,21,33,132
4517,Falk,Justin,41,D,"6'5""",223,10/11/1988,29,"Snowflake, MB",Canada,N,15,BUF,Buffalo,Sabres,52,0,8,8,33
5499,Farnham,Bobby,44,LW,"5'10""",190,1/21/1989,29,"North Andover, MA",USA,N,14,MTL,Montreal,Canadiens,3,0,0,0,4
9049,Fasching,Hudson,52,RW,"6'3""",204,7/28/1995,22,"Milwaukee, WI",USA,N,15,BUF,Buffalo,Sabres,10,0,1,1,6
5257,Fast,Jesper,19,RW,"6'0""",191,12/2/1991,26,Nassjo,Sweden,N,9,NYR,New York,Rangers,68,6,15,21,56
5009,Faulk,Justin,27,D,"6'0""",215,3/20/1992,26,"South St.Paul, MN",USA,N,3,CAR,Carolina,Hurricanes,75,17,20,37,225
4914,Fayne,Mark,5,D,"6'3""",209,5/15/1987,30,"Nashua, NH",USA,N,24,EDM,Edmonton,Oilers,4,0,2,2,4
5288,Fedun,Taylor,38,D,"6'1""",201,6/4/1988,29,"Edmonton, AB",Canada,N,15,BUF,Buffalo,Sabres,27,0,7,7,24
3819,Fehr,Eric,23,RW,"6'4""",208,9/6/1985,32,"Winkler, MB",Canada,N,12,TOR,Toronto,Maple Leafs,53,6,5,11,62
5478,Ferland,Micheal,79,LW,"6'2""",208,4/20/1992,26,"Swan River, MB",Canada,N,23,CGY,Calgary,Flames,76,15,10,25,106
5438,Fiala,Kevin,56,LW,"5'10""",193,7/22/1996,21,St. Gallen,Switzerland,N,18,NSH,Nashville,Predators,54,11,5,16,114
353,Fiddler,Vernon,83,C,"5'11""",205,5/9/1980,37,"Edmonton, AB",Canada,N,18,NSH,Nashville,Predators,59,2,2,4,48
3813,Filppula,Valtteri,51,C,"6'0""",196,3/20/1984,34,Vantaa,Finland,N,6,PHI,Philadelphia,Flyers,79,12,30,42,97
5627,Fischer,Christian,36,RW,"6'2""",214,4/15/1997,21,"Chicago, IL",USA,Y,30,ARI,Arizona,Coyotes,7,3,0,3,10
850,Fisher,Mike,12,C,"6'1""",216,6/4/1980,37,"Peterborough, ON",Canada,N,18,NSH,Nashville,Predators,72,18,24,42,120
483,Fleury,Marc-Andre,29,G,"6'2""",180,11/28/1984,33,"Sorel, QC",Canada,N,10,PIT,Pittsburgh,Penguins,38,0,0,0,
5177,Flynn,Brian,32,C,"6'1""",183,7/26/1988,29,"Lynnfield, MA",USA,N,14,MTL,Montreal,Canadiens,51,6,4,10,47
5055,Foligno,Marcus,82,LW,"6'3""",232,8/10/1991,26,"Buffalo, NY",USA,N,15,BUF,Buffalo,Sabres,80,13,10,23,97
4278,Foligno,Nick,71,LW,"6'0""",202,10/31/1987,30,"Buffalo, NY",USA,N,19,CBJ,Columbus,Blue Jackets,79,26,25,51,185
5368,Folin,Christian,5,D,"6'3""",204,2/9/1991,27,Gothenburg,Sweden,N,25,MIN,Minnesota,Wild,51,2,6,8,39
5813,Forbort,Derek,24,D,"6'4""",215,3/4/1992,26,"Duluth, MN",USA,N,28,LAK,Los Angeles,Kings,82,2,16,18,100
5656,Forsbacka-Karlsson,Jakob,23,C,"6'1""",184,10/31/1996,21,Stockholm,Sweden,Y,11,BOS,Boston,Bruins,1,0,0,0,0
5481,Forsberg,Anton,31,G,"6'3""",192,11/27/1992,25,Härnösand,Sweden,N,19,CBJ,Columbus,Blue Jackets,2,0,0,0,
5210,Forsberg,Filip,9,C,"6'1""",205,8/13/1994,23,Ostervala,Sweden,N,18,NSH,Nashville,Predators,82,31,27,58,234
10072,Forsling,Gustav,42,D,"6'0""",186,6/12/1996,21,Linkoping,Sweden,Y,20,CHI,Chicago,Blackhawks,38,2,3,5,48
4800,Fowler,Cam,4,D,"6'1""",215,12/5/1991,26,"Windsor, ON",Canada,N,29,ANA,Anaheim,Ducks,80,11,28,39,186
4674,Franson,Cody,6,D,"6'5""",224,8/8/1987,30,"Sicamous, BC",Canada,N,15,BUF,Buffalo,Sabres,68,3,16,19,93
10084,Frk,Martin,91,RW,"6'1""",205,10/5/1993,24,Pelhrimov,CzechRepublic,Y,3,CAR,Carolina,Hurricanes,2,0,0,0,1
5843,Froese,Byron,78,C,"6'1""",202,3/12/1991,27,"Winkler, MB",Canada,N,1,TBL,Tampa Bay,Lightning,6,0,0,0,6
4507,Frolik,Michael,67,C,"6'1""",194,2/17/1988,30,Kladno,CzechRepublic,N,23,CGY,Calgary,Flames,82,17,27,44,202
736,Gaborik,Marian,12,LW,"6'1""",200,2/13/1982,36,Trencin,Slovakia,N,28,LAK,Los Angeles,Kings,57,10,11,21,123
5855,Gabriel,Kurtis,63,RW,"6'4""",200,4/20/1993,25,"Newmarket, ON",Canada,N,25,MIN,Minnesota,Wild,13,0,1,1,3
4275,Gagner,Sam,89,C,"5'11""",200,8/10/1989,28,"London, ON",Canada,N,19,CBJ,Columbus,Blue Jackets,81,18,32,50,178
5127,Galchenyuk,Alex,27,C,"6'1""",207,2/12/1994,24,"Milwaukee, WI",USA,N,14,MTL,Montreal,Canadiens,61,17,27,44,104
5149,Gallagher,Brendan,11,RW,"5'9""",181,5/6/1992,25,"Edmonton, AB",Canada,N,14,MTL,Montreal,Canadiens,64,10,19,29,187
5079,Garbutt,Ryan,16,C,"6'0""",195,8/12/1985,32,"Edmonton, AB",Canada,N,29,ANA,Anaheim,Ducks,27,2,1,3,26
5006,Gardiner,Jake,51,D,"6'2""",200,7/4/1990,27,"Minnetonka, MN",USA,N,12,TOR,Toronto,Maple Leafs,82,9,34,43,127
4562,Garrison,Jason,5,D,"6'1""",218,11/13/1984,33,"White Rock, BC",Canada,N,1,TBL,Tampa Bay,Lightning,70,1,8,9,96
5509,Gaudet,Tyler,32,C,"6'3""",205,4/4/1993,25,"Hamilton, ON",Canada,N,30,ARI,Arizona,Coyotes,4,0,1,1,3
10097,Gaudreau,Frederick,32,C,"6'0""",179,5/1/1993,24,"Bromont, QC",Canada,Y,18,NSH,Nashville,Predators,9,0,1,1,8
5383,Gaudreau,Johnny,13,LW,"5'9""",157,8/13/1993,24,"Salem, NJ",USA,N,23,CGY,Calgary,Flames,72,18,43,61,182
5847,Gaunce,Brendan,50,LW,"6'2""",217,3/25/1994,24,"Sudbury, ON",Canada,N,21,VAN,Vancouver,Canucks,57,0,5,5,51
4953,Gaunce,Cameron,24,D,"6'2""",204,3/19/1990,28,"Sudbury, ON",Canada,N,10,PIT,Pittsburgh,Penguins,12,1,3,4,8
8928,Gauthier,Frederik,33,C,"6'5""",232,4/26/1995,22,"Laval, QC",Canada,N,12,TOR,Toronto,Maple Leafs,21,2,1,3,15
4839,Gazdic,Luke,20,LW,"6'4""",225,7/25/1989,28,"Toronto, ON",Canada,N,7,NJD,New Jersey,Devils,10,0,0,0,3
5221,Gelinas,Eric,44,D,"6'4""",215,5/8/1991,26,"Vanier, ON",Canada,N,22,COL,Colorado,Avalanche,27,0,1,1,29
3623,Getzlaf,Ryan,15,C,"6'4""",223,5/10/1985,32,"Regina, SK",Canada,N,29,ANA,Anaheim,Ducks,74,15,58,73,138
5227,Gibson,John,36,G,"6'3""",223,7/14/1993,24,"Pittsburgh, PA",USA,N,29,ANA,Anaheim,Ducks,53,0,1,1,
4217,Gilbert,Tom,14,D,"6'2""",210,1/10/1983,35,"Bloomington, MN",USA,N,28,LAK,Los Angeles,Kings,19,1,4,5,12
12288,Gillies,Jon,32,G,"6'6""",223,1/22/1994,24,"Concord, NH",USA,Y,23,CGY,Calgary,Flames,1,0,0,0,
100,Gionta,Brian,12,RW,"5'7""",178,1/18/1979,39,"Rochester, NY",USA,N,15,BUF,Buffalo,Sabres,82,15,20,35,149
4902,Gionta,Stephen,24,C,"5'7""",177,10/8/1983,34,"Rochester, NY",USA,N,8,NYI,New York,Islanders,26,1,5,6,17
3861,Giordano,Mark,5,D,"6'0""",198,10/3/1983,34,"Toronto, ON",Canada,N,23,CGY,Calgary,Flames,81,12,27,39,151
4223,Girardi,Daniel,5,D,"6'1""",212,4/29/1984,33,"Welland, ON",Canada,N,9,NYR,New York,Rangers,63,4,11,15,56
5254,Girgensons,Zemgus,28,C,"6'2""",207,1/5/1994,24,Riga,Latvia,N,15,BUF,Buffalo,Sabres,75,7,9,16,112
4394,Giroux,Claude,28,RW,"5'11""",185,1/12/1988,30,"Hearst, ON",Canada,N,6,PHI,Philadelphia,Flyers,82,14,44,58,199
4356,Glass,Tanner,15,LW,"6'1""",213,11/29/1983,34,"Regina, SK",Canada,N,9,NYR,New York,Rangers,11,1,1,2,8
5268,Glendening,Luke,41,C,"5'11""",192,4/28/1989,28,"Grand Rapids, MI",USA,N,16,DET,Detroit,Red Wings,74,3,11,14,76
5431,Goldobin,Nikolay,82,RW,"5'11""",185,10/7/1995,22,Moscow,Russia,N,21,VAN,Vancouver,Canucks,14,3,0,3,14
4402,Goligoski,Alex,33,D,"5'11""",185,7/30/1985,32,"Grand Rapids, MN",USA,N,30,ARI,Arizona,Coyotes,82,6,30,36,112
5096,Goloubef,Cody,18,D,"6'1""",200,11/30/1989,28,"Mississauga, ON",Canada,N,22,COL,Colorado,Avalanche,33,0,5,5,35
5476,Goodrow,Barclay,23,RW,"6'2""",210,2/26/1993,25,"Toronto, ON",Canada,N,26,SJS,San Jose,Sharks,3,0,1,1,3
139,Gordon,Boyd,27,C,"6'0""",200,10/19/1983,34,"Unity, SK",Canada,N,6,PHI,Philadelphia,Flyers,13,1,0,1,8
3722,Gorges,Josh,4,D,"6'1""",204,8/14/1984,33,"Kelowna, BC",Canada,N,15,BUF,Buffalo,Sabres,66,1,5,6,40
5440,Gostisbehere,Shayne,53,D,"5'11""",180,4/20/1993,25,"Pembroke Pines, FL",USA,N,6,PHI,Philadelphia,Flyers,76,7,32,39,198
5890,Gourde,Yanni,65,C,"5'9""",167,12/14/1991,26,"Saint-Narcisse, QC",Canada,N,1,TBL,Tampa Bay,Lightning,20,6,2,8,30
4688,Grabner,Michael,40,RW,"6'1""",188,10/4/1987,30,Villach,Austria,N,9,NYR,New York,Rangers,76,27,13,40,162
5374,Granberg,Petter,8,D,"6'3""",200,8/27/1992,25,Gallivare,Sweden,N,18,NSH,Nashville,Predators,10,0,0,0,4
5338,Granlund,Markus,60,C,"6'0""",183,4/16/1993,25,Oulu,Finland,N,21,VAN,Vancouver,Canucks,69,19,13,32,122
5126,Granlund,Mikael,64,C,"5'10""",185,2/26/1992,26,Oulu,Finland,N,25,MIN,Minnesota,Wild,81,26,43,69,177
5172,Grant,Derek,27,C,"6'3""",215,4/20/1990,28,"Abbotsford, BC",Canada,N,15,BUF,Buffalo,Sabres,46,0,4,4,40
5508,Graovac,Tyler,44,C,"6'5""",208,4/27/1993,24,"Brampton, ON",Canada,N,25,MIN,Minnesota,Wild,52,7,2,9,48
5914,Gravel,Kevin,53,D,"6'4""",212,3/6/1992,26,"Kingsford, MI",USA,N,28,LAK,Los Angeles,Kings,49,1,6,7,52
925,Green,Mike,25,D,"6'1""",207,10/12/1985,32,"Calgary, AB",Canada,N,16,DET,Detroit,Red Wings,72,14,22,36,125
4218,Greene,Andy,6,D,"5'11""",190,10/30/1982,35,"Trenton, MI",USA,N,7,NJD,New Jersey,Devils,66,4,9,13,83
3833,Greene,Matt,2,D,"6'3""",236,5/13/1983,34,"Grand Ledge, MI",USA,N,28,LAK,Los Angeles,Kings,26,1,1,2,14
5634,Greer,Anthony-John,46,LW,"6'3""",204,12/14/1996,21,"Joliette, QC",Canada,Y,22,COL,Colorado,Avalanche,5,0,1,1,7
4351,Greiss,Thomas,1,G,"6'1""",227,1/29/1986,32,Fussen,DEU,N,8,NYI,New York,Islanders,51,0,1,1,
5862,Grenier,Alexandre,65,RW,"6'5""",200,9/5/1991,26,"Laval, QC",Canada,N,21,VAN,Vancouver,Canucks,3,0,0,0,1
5462,Griffith,Seth,24,C,"5'9""",190,1/4/1993,25,"Wallaceburg, ON",Canada,N,4,FLO,Florida,Panthers,24,0,5,5,21
5108,Grigorenko,Mikhail,25,C,"6'3""",209,5/16/1994,23,Khabarovsk,Russia,N,22,COL,Colorado,Avalanche,75,10,13,23,85
5480,Grimaldi,Rocco,22,C,"5'6""",180,2/8/1993,25,"Anaheim, CA",USA,N,22,COL,Colorado,Avalanche,4,0,1,1,11
4146,Grossmann,Niklas,8,D,"6'4""",230,1/22/1985,33,Stockholm,Sweden,N,23,CGY,Calgary,Flames,4,0,0,0,3
5176,Grubauer,Philipp,31,G,"6'1""",191,11/25/1991,26,Rosenheim,DEU,N,5,WSH,Washington,Capitals,27,0,0,0,
5171,Gryba,Eric,62,D,"6'4""",222,4/14/1988,30,"Saskatoon, SK",Canada,N,24,EDM,Edmonton,Oilers,40,2,4,6,45
11572,Grzelcyk,Matt,48,D,"5'9""",174,1/5/1994,24,"Charlestown, MA",USA,Y,11,BOS,Boston,Bruins,2,0,0,0,4
5185,Gudas,Radko,3,D,"6'0""",204,6/5/1990,27,Prague,CzechRepublic,N,6,PHI,Philadelphia,Flyers,67,6,17,23,113
4988,Gudbranson,Erik,44,D,"6'5""",220,1/7/1992,26,"Ottawa, ON",Canada,N,21,VAN,Vancouver,Canucks,30,1,5,6,40
11327,Guentzel,Jake,59,C,"5'11""",180,10/6/1994,23,"Omaha, NE",USA,Y,10,PIT,Pittsburgh,Penguins,40,16,17,33,81
5645,Guhle,Brendan,45,D,"6'2""",196,7/29/1997,20,"Edmonton, AB",Canada,Y,15,BUF,Buffalo,Sabres,3,0,0,0,4
4729,Gunnarsson,Carl,4,D,"6'2""",198,11/9/1986,31,Orebro,Sweden,N,17,STL,St. Louis,Blues,56,0,6,6,32
5607,Gurianov,Denis,34,RW,"6'3""",200,6/7/1997,20,Togliatti,Russia,Y,27,DAL,Dallas,Stars,1,0,0,0,0
4687,Gustavsson,Jonas,50,G,"6'4""",201,10/24/1984,33,Danderyd,Sweden,N,24,EDM,Edmonton,Oilers,10,0,0,0,
5038,Hagelin,Carl,62,LW,"5'11""",186,8/23/1988,29,Sodertalje,Sweden,N,10,PIT,Pittsburgh,Penguins,62,6,16,22,128
11716,Hagg,Robert,48,D,"6'2""",204,2/8/1995,23,Uppsala,Sweden,Y,6,PHI,Philadelphia,Flyers,1,0,0,0,5
203,Hainsey,Ron,65,D,"6'3""",205,3/24/1981,37,"Bolton, CT",USA,N,10,PIT,Pittsburgh,Penguins,72,4,13,17,71
4235,Halak,Jaroslav,41,G,"5'11""",183,5/13/1985,32,Bratislava,Slovakia,N,8,NYI,New York,Islanders,28,0,1,1,
4790,Haley,Michael,38,C,"5'11""",205,3/30/1986,32,"Guelph, ON",Canada,N,26,SJS,San Jose,Sharks,58,2,10,12,38
4565,Halischuk,Matt,15,RW,"6'0""",180,6/1/1988,29,"Toronto, ON",Canada,N,2,WPJ,Winnipeg,Jets,1,0,0,0,0
4846,Hall,Taylor,9,LW,"6'1""",205,11/14/1991,26,"Calgary, AB",Canada,N,7,NJD,New Jersey,Devils,72,20,33,53,238
355,Hamhuis,Dan,2,D,"6'1""",204,12/13/1982,35,"Smithers, BC",Canada,N,27,DAL,Dallas,Stars,79,1,15,16,83
4994,Hamilton,Dougie,27,D,"6'6""",210,6/17/1993,24,"Toronto, ON",Canada,N,23,CGY,Calgary,Flames,81,13,37,50,222
5273,Hamilton,Freddie,25,C,"6'1""",195,1/1/1992,26,"Toronto, ON",Canada,N,23,CGY,Calgary,Flames,27,2,0,2,30
5335,Hammond,Andrew,30,G,"6'2""",215,2/10/1988,30,"Surrey, BC",Canada,N,13,OTT,Ottawa,Senators,7,0,0,0,
4915,Hamonic,Travis,3,D,"6'2""",205,8/16/1990,27,"St. Malo, MB",Canada,N,8,NYI,New York,Islanders,49,3,11,14,74
5600,Hanifin,Noah,5,D,"6'3""",206,1/25/1997,21,"Boston, MA",USA,N,3,CAR,Carolina,Hurricanes,81,4,25,29,108
8966,Hanley,Joel,71,D,"5'11""",191,6/8/1991,26,"Keswick, ON",Canada,N,14,MTL,Montreal,Canadiens,7,0,0,0,5
5876,Hannikainen,Markus,33,LW,"6'1""",200,3/26/1993,25,Helsinki,Finland,N,19,CBJ,Columbus,Blue Jackets,10,1,1,2,8
4320,Hansen,Jannik,36,RW,"6'1""",198,3/15/1986,32,Rødovre,Denmark,N,26,SJS,San Jose,Sharks,43,8,12,20,73
4282,Hanzal,Martin,19,C,"6'6""",230,2/20/1987,31,Pisek,CzechRepublic,N,25,MIN,Minnesota,Wild,71,20,19,39,168
10081,Harper,Shane,38,RW,"5'11""",193,2/1/1989,29,"Valencia, CA",USA,Y,4,FLO,Florida,Panthers,14,2,1,3,13
9056,Harpur,Ben,67,D,"6'6""",222,1/12/1995,23,"Hamilton, ON",Canada,N,13,OTT,Ottawa,Senators,6,0,0,0,3
5501,Harrington,Scott,54,D,"6'2""",207,3/10/1993,25,"Kingston, ON",Canada,N,19,CBJ,Columbus,Blue Jackets,22,1,2,3,16
5522,Hartman,Ryan,38,RW,"6'0""",181,9/19/1994,23,"Hilton Head Isl., SC",USA,N,20,CHI,Chicago,Blackhawks,76,19,12,31,170
356,Hartnell,Scott,43,LW,"6'2""",215,4/18/1982,36,"Regina, SK",Canada,N,19,CBJ,Columbus,Blue Jackets,78,13,24,37,104
5926,Hathaway,Garnet,64,RW,"6'2""",208,11/23/1991,26,"Kennebunkport, ME",USA,N,23,CGY,Calgary,Flames,26,1,4,5,22
5301,Haula,Erik,56,LW,"6'0""",193,3/23/1991,27,Pori,Finland,N,25,MIN,Minnesota,Wild,72,15,11,26,134
12273,Hayden,John,40,C,"6'3""",223,2/14/1995,23,"Chicago, IL",USA,Y,20,CHI,Chicago,Blackhawks,12,1,3,4,22
5058,Hayes,Jimmy,11,RW,"6'5""",215,11/21/1989,28,"Dorchester, MA",USA,N,11,BOS,Boston,Bruins,58,2,3,5,74
5461,Hayes,Kevin,13,RW,"6'5""",217,5/8/1992,25,"Dorchester, MA",USA,N,9,NYR,New York,Rangers,76,17,32,49,143
